step,loss,bpc,acc,gnorm,lr,elapsed_s
365,4.492076,6.4807,0.163677,0.1072,0.001000,1118.0
366,4.510886,6.5079,0.160233,0.1101,0.001000,1120.9
367,4.500647,6.4931,0.160778,0.1615,0.001000,1123.8
368,4.478712,6.4614,0.168120,0.1213,0.001000,1126.8
369,4.482482,6.4669,0.164871,0.1077,0.001000,1129.8
370,4.484952,6.4704,0.158030,0.1311,0.001000,1132.7
371,4.496170,6.4866,0.156833,0.1224,0.001000,1135.9
372,4.504816,6.4991,0.159911,0.1169,0.001000,1139.0
373,4.493023,6.4821,0.165042,0.1053,0.001000,1142.1
374,4.492844,6.4818,0.160595,0.1108,0.001000,1145.1
375,4.512854,6.5107,0.158372,0.1424,0.001000,1148.1
376,4.487244,6.4737,0.165385,0.1049,0.001000,1151.1
377,4.497435,6.4884,0.163332,0.0995,0.001000,1154.3
378,4.504524,6.4987,0.160943,0.1094,0.001000,1157.4
379,4.478070,6.4605,0.162819,0.1168,0.001000,1160.5
380,4.495495,6.4857,0.157850,0.1084,0.001000,1163.5
381,4.481111,6.4649,0.164531,0.1003,0.001000,1166.5
382,4.487025,6.4734,0.165556,0.0986,0.001000,1169.6
383,4.486014,6.4720,0.161787,0.1076,0.001000,1172.8
384,4.493456,6.4827,0.161632,0.1074,0.001000,1175.9
385,4.491830,6.4804,0.159405,0.1071,0.001000,1178.9
386,4.490285,6.4781,0.160914,0.1038,0.001000,1181.9
387,4.497970,6.4892,0.157023,0.0991,0.001000,1185.1
388,4.500172,6.4924,0.157004,0.1154,0.001000,1188.1
389,4.516360,6.5158,0.160405,0.1054,0.001000,1191.4
390,4.508990,6.5051,0.163839,0.1282,0.001000,1194.3
391,4.509553,6.5059,0.161963,0.0989,0.001000,1197.5
392,4.510437,6.5072,0.157488,0.0995,0.001000,1200.5
393,4.501842,6.4948,0.157194,0.1208,0.001000,1203.8
394,4.501741,6.4947,0.159391,0.1119,0.001000,1207.4
395,4.495531,6.4857,0.166752,0.1114,0.001000,1210.5
396,4.491874,6.4804,0.161621,0.1088,0.001000,1213.7
397,4.511724,6.5091,0.163661,0.1086,0.001000,1216.9
398,4.539499,6.5491,0.155556,0.1136,0.001000,1220.0
399,4.517850,6.5179,0.159025,0.1019,0.001000,1223.2
400,4.506681,6.5018,0.160925,0.1032,0.001000,1226.2
401,4.501237,6.4939,0.164008,0.1123,0.001000,1229.2
402,4.481821,6.4659,0.164531,0.1170,0.001000,1232.3
403,4.496946,6.4877,0.158706,0.1146,0.001000,1235.4
404,4.476730,6.4586,0.165895,0.1172,0.001000,1238.4
405,4.485322,6.4710,0.161913,0.1058,0.001000,1241.4
406,4.474092,6.4548,0.168695,0.1055,0.001000,1244.4
407,4.472305,6.4522,0.168461,0.1089,0.001000,1247.4
408,4.480145,6.4635,0.163668,0.1079,0.001000,1250.4
409,4.496835,6.4876,0.160635,0.1157,0.001000,1253.4
410,4.470778,6.4500,0.163468,0.1214,0.001000,1256.5
411,4.490263,6.4781,0.166240,0.1302,0.001000,1259.6
412,4.487519,6.4741,0.165039,0.1035,0.001000,1262.5
413,4.474695,6.4556,0.165042,0.1188,0.001000,1265.5
414,4.486488,6.4727,0.167605,0.1397,0.001000,1268.6
415,4.472937,6.4531,0.169149,0.1268,0.001000,1271.6
416,4.487107,6.4735,0.167778,0.1194,0.001000,1274.7
417,4.480919,6.4646,0.169995,0.1157,0.001000,1277.6
418,4.478185,6.4607,0.166410,0.1523,0.001000,1280.6
419,4.473403,6.4538,0.170005,0.1169,0.001000,1283.5
420,4.497783,6.4890,0.168466,0.1141,0.001000,1286.5
421,4.483853,6.4689,0.164875,0.1160,0.001000,1289.5
422,4.495932,6.4863,0.164869,0.1204,0.001000,1292.5
423,4.486444,6.4726,0.168462,0.1163,0.001000,1295.4
424,4.451772,6.4226,0.172732,0.1273,0.001000,1298.5
425,4.487132,6.4736,0.168809,0.1074,0.001000,1301.5
426,4.501330,6.4941,0.162485,0.1284,0.001000,1304.7
427,4.495772,6.4861,0.162310,0.1467,0.001000,1307.8
428,4.476296,6.4580,0.170009,0.1117,0.001000,1310.8
429,4.469032,6.4475,0.170340,0.1305,0.001000,1313.7
430,4.480762,6.4644,0.170002,0.1102,0.001000,1316.7
431,4.471402,6.4509,0.169657,0.1392,0.001000,1319.7
432,4.465497,6.4424,0.170678,0.1081,0.001000,1322.9
433,4.479983,6.4633,0.169320,0.1182,0.001000,1325.8
434,4.469774,6.4485,0.166581,0.1230,0.001000,1328.8
435,4.458379,6.4321,0.169824,0.1048,0.001000,1331.8
436,4.489398,6.4769,0.168811,0.1097,0.001000,1334.9
437,4.499334,6.4912,0.164351,0.1208,0.001000,1337.9
438,4.488003,6.4748,0.168809,0.1246,0.001000,1340.9
439,4.497087,6.4879,0.162826,0.1341,0.001000,1344.0
440,4.492966,6.4820,0.164353,0.1258,0.001000,1346.9
441,4.490233,6.4781,0.161973,0.1232,0.001000,1349.9
442,4.494372,6.4840,0.163503,0.1172,0.001000,1352.8
